"大分類カテゴリーコード","大分類カテゴリー","中分類カテゴリーコード","中分類カテゴリー","小分類カテゴリーコード","小分類カテゴリー"
"100000013","スマホケース・保護フィルム","200000591","保護フィルム","300003043","Galaxy Tab & NOTE保護フィルム"
"100000013","スマホケース・保護フィルム","200000591","保護フィルム","300003044","Xperia"
"100000013","スマホケース・保護フィルム","200000591","保護フィルム","300003045","ARROWS"
"100000013","スマホケース・保護フィルム","200000591","保護フィルム","300003046","AQUOS PHONE"
"100000013","スマホケース・保護フィルム","200000490","iPhone","300003047","iPhone6・6s Plus"
"100000010","パソコン・ゲーム","200000088","PC用品・アクセサリー","300000288","OAクリーナー"
"100000010","パソコン・ゲーム","200000088","PC用品・アクセサリー","300000289","ウェブカメラ"
"100000010","パソコン・ゲーム","200000088","PC用品・アクセサリー","300000290","その他PCアクセサリー"
"100000010","パソコン・ゲーム","200000089","記録メディア","300000291","SDメモリーカード"
"100000010","パソコン・ゲーム","200000089","記録メディア","300000292","USBメモリー"
"100000010","パソコン・ゲーム","200000089","記録メディア","300000293","CD・DVD"
"100000010","パソコン・ゲーム","200000086","PCパーツ","300000294","ハードディスク"
"100000010","パソコン・ゲーム","200000090","ネットワーク","300000295","コンバーター"
"100000010","パソコン・ゲーム","200000090","ネットワーク","300000296","ケーブル"
"100000010","パソコン・ゲーム","200000090","ネットワーク","300000297","LAN"
"100000010","パソコン・ゲーム","200000090","ネットワーク","300000298","その他ネットワーク用品"
"100000011","キッチン・生活家電","200000095","生活家電","300000299","電子辞書"
"100000010","パソコン・ゲーム","200000092","PCソフト","300000300","OS"
"100000011","キッチン・生活家電","200000094","キッチン家電","300000313","ホームベーカリー"
"100000011","キッチン・生活家電","200000094","キッチン家電","300000314","コーヒーメーカー"
"100000011","キッチン・生活家電","200000094","キッチン家電","300000315","IH クッキングヒーター"
"100000011","キッチン・生活家電","200000094","キッチン家電","300000316","浄水器・整水器"
"100000011","キッチン・生活家電","200000094","キッチン家電","300000317","トースター"
"100000011","キッチン・生活家電","200000094","キッチン家電","300000318","食器洗い機・乾燥機"
"100000011","キッチン・生活家電","200000094","キッチン家電","300000319","ポット・電気ケトル"
"100000011","キッチン・生活家電","200000094","キッチン家電","300000320","ガステーブル"
"100000011","キッチン・生活家電","200000094","キッチン家電","300000321","精米機"
"100000011","キッチン・生活家電","200000094","キッチン家電","300000322","その他キッチン家電"
"100000011","キッチン・生活家電","200000582","冷蔵庫","300000323","冷蔵庫"
"100000011","キッチン・生活家電","200000583","洗濯機・乾燥機","300000324","全自動"
"100000011","キッチン・生活家電","200000584","掃除機","300000325","サイクロンクリーナー"
"100000011","キッチン・生活家電","200000096","季節家電","300000326","空気清浄機"
"100000012","テレビ・カメラ・オーディオ","200000222","カメラ周辺機器","300003115","カメラバッテリー・充電器"
"100000012","テレビ・カメラ・オーディオ","200000223","カメラレンズ","300003116","SIGMA"
"100000012","テレビ・カメラ・オーディオ","200000223","カメラレンズ","300003117","SONY"
"100000012","テレビ・カメラ・オーディオ","200000223","カメラレンズ","300003118","レンズフィルター"
"100000012","テレビ・カメラ・オーディオ","200000489","オーディオ","300003119","ヘッドホン"
"100000012","テレビ・カメラ・オーディオ","200000489","オーディオ","300003120","スピーカー"
"100000012","テレビ・カメラ・オーディオ","200000489","オーディオ","300003121","アンプ"
"100000012","テレビ・カメラ・オーディオ","200000489","オーディオ","300003122","マイク"
"100000012","テレビ・カメラ・オーディオ","200000489","オーディオ","300003123","ラジオ・ラジカセ"
"100000012","テレビ・カメラ・オーディオ","200000489","オーディオ","300003124","ICレコーダー"
"100000048","おもちゃ・知育","200000547","ぬいぐるみ･人形","300003125","キャラクターぬいぐるみ"
"100000048","おもちゃ・知育","200000547","ぬいぐるみ･人形","300003126","人形"
"100000048","おもちゃ・知育","200000548","ままごと","300003127","お店屋さん"
"100000048","おもちゃ・知育","200000552","パズル","300003141","キューブパズル"
"100000048","おもちゃ・知育","200000553","乗物玩具・三輪車","300003143","電動乗物玩具"
"100000048","おもちゃ・知育","200000553","乗物玩具・三輪車","300003144","乗物玩具"
"100000048","おもちゃ・知育","200000553","乗物玩具・三輪車","300003145","三輪車"
"100000048","おもちゃ・知育","200000553","乗物玩具・三輪車","300003146","キックスクーター・ボード"
"100000048","おもちゃ・知育","200000553","乗物玩具・三輪車","300003147","子供用自転車"
"100000048","おもちゃ・知育","200000554","スポーツ玩具","300003148","野球"
"100000048","おもちゃ・知育","200000554","スポーツ玩具","300003149","サッカー"
"100000048","おもちゃ・知育","200000554","スポーツ玩具","300003150","ゴルフ"
"100000048","おもちゃ・知育","200000554","スポーツ玩具","300003151","竹馬"
"100000048","おもちゃ・知育","200000554","スポーツ玩具","300003152","トランポリン"
"100000048","おもちゃ・知育","200000555","知育玩具","300003153","言語"
"100000048","おもちゃ・知育","200000555","知育玩具","300003154","かず・計算"
"100000048","おもちゃ・知育","200000555","知育玩具","300003155","粘土"
"100000048","おもちゃ・知育","200000559","子供用文房具","300003168","のり"
"100000048","おもちゃ・知育","200000559","子供用文房具","300003169","はさみ"
"100000048","おもちゃ・知育","200000559","子供用文房具","300003170","消しゴム"
"100000048","おもちゃ・知育","200000559","子供用文房具","300003171","ノート"
"100000048","おもちゃ・知育","200000559","子供用文房具","300003172","ステッカー・シール"
"100000048","おもちゃ・知育","200000559","子供用文房具","300003173","文房具セット"
"100000048","おもちゃ・知育","200000130","ベビー向けおもちゃ","300003174","積み木"
"100000048","おもちゃ・知育","200000130","ベビー向けおもちゃ","300003175","がらがら・ラトル"
"100000048","おもちゃ・知育","200000130","ベビー向けおもちゃ","300003176","おしゃぶり・はがため"
"100000048","おもちゃ・知育","200000130","ベビー向けおもちゃ","300003177","プレイマット"
